-3.999359108942928565e+00,-5.663909899315388685e+00,-2.970143881729085500e+00,-3.341617019357306262e+00,-4.393340570712741311e+00,-4.820194538730685707e+00,-4.368889552336985282e+00,-5.557754313670328905e+00,-3.563091739492229681e+00,-4.170386945096357323e+00,-3.475732199564457670e+00,-2.420165859043765355e+00,-3.771183608879299598e+00,-3.106405748295561597e+00,-3.649141574348188755e+00,-4.555838022873848203e+00,-4.211937944325408800e+00,-3.233509269486258386e+00,-4.141922793851287921e+00,-6.656024866807488394e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.115319449384466921e+00,1.716745772604828968e+00,3.479705842349114064e+00,6.129355996970455855e-01,-6.327901174161777442e-01,2.223129143554896103e+00,1.257447517301497619e-01,1.090289629974352303e+00,4.943462381381802939e-01,-2.078387198431929095e-01,7.908032140692702328e-01,-4.795464247207434916e-01,-5.196374113831955244e-01,1.486714237335941435e+00,8.568047866099424148e-01,-1.085544515514537345e+00,9.960530839531872571e-01,2.576741421192879855e+00,1.439808758431969871e+00,-6.304137262794232144e-02,0.000000000000000000e+00,1.000000000000000000e+00
7.134903801948644375e-01,-1.499352081304570206e+00,-1.049537091597007255e+00,-8.862467263188659183e-01,-5.787445252614171753e-01,-1.352816804496937753e+00,-1.853670874949953529e+00,-7.627366327495982423e-01,-2.504424316531383976e+00,-4.974241210658831847e-01,-9.251558758306138719e-01,-8.898826884887353073e-01,4.233282646970453200e-01,-1.838452358375856077e+00,-3.145011294270626534e-01,-3.263045142832024403e+00,-2.166058210430287900e+00,-1.768412481143200043e-02,-6.547770922695439477e-01,-2.978731392920094923e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.978991300274070664e+00,1.914406255489174757e+00,1.350236971199410885e+00,-4.354637751374215160e-01,-6.400087654206837451e-01,1.199842318960404830e+00,1.260144966151726997e+00,3.269038935588293171e+00,6.150860179292955143e-01,5.148264521942400584e-01,1.459829041522626270e+00,-1.683104104878675678e+00,1.904463950295822716e+00,3.292860306908324541e-01,2.274179170619766488e+00,-1.788020506580055846e-01,1.694476402177513163e+00,3.370847848186792728e+00,2.519469226966627673e+00,8.880319357070566300e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.544313220600816994e-01,1.350625565809555173e+00,1.723372530049316786e+00,-1.357560695568746478e+00,-1.851824606969885822e+00,3.235527113968724944e+00,2.933730281193526856e+00,3.751922546579926188e+00,9.529412302609474583e-01,1.411565602782959949e+00,-1.085246659750141340e+00,-3.236380924209302457e+00,-1.482138109473384313e-01,-6.129601173856917828e-01,2.416999075981728584e+00,-2.789639175605869159e+00,-1.656676348273014021e+00,9.000368285088850007e-01,-3.799955385758474247e+00,5.235547987399280956e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.382192707779368313e+00,1.078757719312033014e+00,-1.173103436127788779e+00,1.151345486664244078e+00,2.545565186354393772e-01,1.543425463377448903e+00,3.858391573758139348e+00,1.383201948713637330e+00,6.171181755157606474e-01,2.402792834828034074e+00,2.224603500021173463e+00,2.135728190213854294e+00,3.053393057470993988e+00,7.151662424365006210e-01,1.904197591664628098e-01,2.023908666202894668e+00,1.918965107717768070e+00,2.805454241151585926e-01,-1.194901338301437299e+00,5.932621747344692942e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.480309284217900867e+00,-4.755472229538015849e-01,-4.227856520111616945e-02,-7.932166620493898979e-01,-1.738713703172758140e-01,2.651935853212138428e-01,9.189503948540619360e-01,9.811462448302834538e-01,-5.356131503115151293e-01,3.721117792464905816e-01,5.906685897130437013e-01,-9.089682271739495389e-01,2.542746658293062456e+00,2.285362811800330185e+00,1.285606485545244038e+00,-1.753515265285037761e-01,3.267320592122062273e+00,-7.673560043972094125e-02,1.092852948564212653e-02,-3.439229098016757802e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.383302701937793089e-01,-1.421821094509603256e-01,1.178859504199711861e+00,2.797010002314832988e+00,3.073328537687363582e+00,1.407819538997670428e+00,2.503632614437658610e+00,3.543596915250301294e+00,1.975227688637103629e+00,2.006948677481096510e+00,6.970468790839867701e-02,3.162942007790942256e+00,2.737956224099288072e+00,4.985201003336011460e+00,1.548229758967346825e+00,-1.344186037023647473e-01,2.267331928791228801e+00,3.767764625408547730e+00,3.121728768432502354e-01,5.867634903300885663e-01,1.000000000000000000e+00,0.000000000000000000e+00
-3.244569435114164513e+00,-4.892166577925639359e+00,-2.723866160537581571e+00,-5.126884314520106400e+00,-5.103908415183402880e+00,-2.822454133643160112e+00,-3.194676875502035607e+00,-2.061368385719301699e+00,-5.993631969532660086e+00,-2.031807740280213714e+00,-2.350336958656531916e+00,-4.856419622012345449e+00,-3.392434241722810384e+00,-5.451818973971363391e+00,-3.435975835233649356e+00,-5.065675660029341110e+00,-5.843792104763532613e+00,-1.610027951438181670e+00,-1.189217882430713580e+00,-5.326175645821907167e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.039700874471099601e+00,-5.484671456590823890e-01,1.007343851187332939e+00,2.447404661603217180e-01,-2.493149383300801603e+00,-1.701190350425642039e-01,-1.692741296633099024e-01,-2.789956522499386082e-01,-2.641475099240514712e+00,-4.178261307491075716e-01,1.496665321094932555e+00,-1.719384102760410649e+00,-7.696515519401647687e-01,-1.241388528054838680e+00,-7.321623627002722401e-01,-3.323943438528969452e+00,-2.242171356154587958e+00,8.489623241927312103e-01,-5.676449631510622762e-01,-2.774814294058302266e+00,1.000000000000000000e+00,0.000000000000000000e+00
